repository_name,date,views,unique_visitors/cloners
mbpol_openmm_plugin,2018-11-26,3,1
mbpol_openmm_plugin,2018-11-28,3,1
mbpol_openmm_plugin,2018-11-30,1,1
mbpol_openmm_plugin,2018-12-03,1,1
mbpol_openmm_plugin,2018-12-04,4,2
mbpol_openmm_plugin,2018-12-05,12,2
mbpol_openmm_plugin,2018-12-06,60,2
mbpol_openmm_plugin,2018-12-07,4,1
mbpol_openmm_plugin,2018-12-08,3,1
